branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
5,2,30,2,1,0,413.647748035951,281.44035,31,6254.23,1,5915.89607926137,0.934648094819721,1,6254.23,1,5915.89607926137,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,959.31135,281.44035,39,6245.03,0.998528995575794,5370.23247729732,0.848439101430534,2,9.2,0.0014710044242057,959.31135,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
20,10,32,2,1,0,609.170883562588,281.44035,31,6254.23,1,5720.37294373473,0.903757537638743,1,6254.23,1,5720.37294373473,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1136.76736902688,562.8807,31,5574.23,0.89127358603697,5192.77645827045,0.820402954771502,1,5574.23,0.89127358603697,5192.77645827045,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6329.54382729732,1,1,6254.23,1,6329.54382729732,original_slack_island_has_sufficient_load
